"source_doc","article","local_image","annotation_notes","final_sharepoint_url"
"TipSheets/TipSheets/Cornerstone Tip Sheet - Lippincott Professional Development CE Certificate.docx","docs/learner-lippincott-ce-certificate.md","image-upload-staging/learner-lippincott-ce-certificate/step-14.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Lippincott Professional Development CE Certificate.docx","docs/learner-lippincott-ce-certificate.md","image-upload-staging/learner-lippincott-ce-certificate/step-15.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Lippincott Professional Development CE Certificate.docx","docs/learner-lippincott-ce-certificate.md","image-upload-staging/learner-lippincott-ce-certificate/step-16.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Manager Dashboard.docx","docs/manager-dashboard.md","image-upload-staging/manager-dashboard/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Manager Dashboard.docx","docs/manager-dashboard.md","image-upload-staging/manager-dashboard/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Marking Session Attendance.docx","docs/sessions-mark-attendance.md","image-upload-staging/sessions-mark-attendance/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Marking Session Attendance.docx","docs/sessions-mark-attendance.md","image-upload-staging/sessions-mark-attendance/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Marking Session Attendance.docx","docs/sessions-mark-attendance.md","image-upload-staging/sessions-mark-attendance/step-07.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Marking Session Attendance.docx","docs/sessions-mark-attendance.md","image-upload-staging/sessions-mark-attendance/step-08.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Marking Session Attendance.docx","docs/sessions-mark-attendance.md","image-upload-staging/sessions-mark-attendance/step-10.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Materials_No Signature Required.docx","docs/content-materials-no-signature-required.md","image-upload-staging/content-materials-no-signature-required/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Materials_No Signature Required.docx","docs/content-materials-no-signature-required.md","image-upload-staging/content-materials-no-signature-required/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Materials_No Signature Required.docx","docs/content-materials-no-signature-required.md","image-upload-staging/content-materials-no-signature-required/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Materials_No Signature Required.docx","docs/content-materials-no-signature-required.md","image-upload-staging/content-materials-no-signature-required/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-06.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-07.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-08.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-09.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-10.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-11.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-12.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-13.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-14.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-15.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-16.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-17.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-18.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-19.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Mobile App.docx","docs/learner-mobile-app.md","image-upload-staging/learner-mobile-app/step-20.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-06.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-07.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Ongoing Competency 2025 Learning Assignment Tool.docx","docs/ongoing-competency-2025-learning-assignment-tool.md","image-upload-staging/ongoing-competency-2025-learning-assignment-tool/step-08.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate (Admin).docx","docs/reports-print-certificate-admin.md","image-upload-staging/reports-print-certificate-admin/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate (Learner).docx","docs/learner-print-certificate.md","image-upload-staging/learner-print-certificate/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate (Learner).docx","docs/learner-print-certificate.md","image-upload-staging/learner-print-certificate/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate (Learner).docx","docs/learner-print-certificate.md","image-upload-staging/learner-print-certificate/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate (Learner).docx","docs/learner-print-certificate.md","image-upload-staging/learner-print-certificate/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate from a Curriculum.docx","docs/learner-print-certificate-from-curriculum.md","image-upload-staging/learner-print-certificate-from-curriculum/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate from a Curriculum.docx","docs/learner-print-certificate-from-curriculum.md","image-upload-staging/learner-print-certificate-from-curriculum/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate from a Curriculum.docx","docs/learner-print-certificate-from-curriculum.md","image-upload-staging/learner-print-certificate-from-curriculum/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate from a Curriculum.docx","docs/learner-print-certificate-from-curriculum.md","image-upload-staging/learner-print-certificate-from-curriculum/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate from a Curriculum.docx","docs/learner-print-certificate-from-curriculum.md","image-upload-staging/learner-print-certificate-from-curriculum/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing Certificate from a Curriculum.docx","docs/learner-print-certificate-from-curriculum.md","image-upload-staging/learner-print-certificate-from-curriculum/step-06.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing POCT Transcript Report.docx","docs/reports-print-poct-transcript.md","image-upload-staging/reports-print-poct-transcript/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing POCT Transcript Report.docx","docs/reports-print-poct-transcript.md","image-upload-staging/reports-print-poct-transcript/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Printing POCT Transcript Report.docx","docs/reports-print-poct-transcript.md","image-upload-staging/reports-print-poct-transcript/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Remove Self Requested Training.docx","docs/learner-remove-self-requested-training.md","image-upload-staging/learner-remove-self-requested-training/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Remove Self Requested Training.docx","docs/learner-remove-self-requested-training.md","image-upload-staging/learner-remove-self-requested-training/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Remove Training.docx","docs/admin-remove-training.md","image-upload-staging/admin-remove-training/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Remove Training.docx","docs/admin-remove-training.md","image-upload-staging/admin-remove-training/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Requesting (self-enroll).docx","docs/learner-request-training-self-enroll.md","image-upload-staging/learner-request-training-self-enroll/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Requesting (self-enroll).docx","docs/learner-request-training-self-enroll.md","image-upload-staging/learner-request-training-self-enroll/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Requesting (self-enroll).docx","docs/learner-request-training-self-enroll.md","image-upload-staging/learner-request-training-self-enroll/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Requesting (self-enroll).docx","docs/learner-request-training-self-enroll.md","image-upload-staging/learner-request-training-self-enroll/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Review Test Results.docx","docs/tests-review-test-results.md","image-upload-staging/tests-review-test-results/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Review Test Results.docx","docs/tests-review-test-results.md","image-upload-staging/tests-review-test-results/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Review Test Results.docx","docs/tests-review-test-results.md","image-upload-staging/tests-review-test-results/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Review Test Results.docx","docs/tests-review-test-results.md","image-upload-staging/tests-review-test-results/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Review Test Results.docx","docs/tests-review-test-results.md","image-upload-staging/tests-review-test-results/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Run Standard Reports.docx","docs/reports-run-standard-reports.md","image-upload-staging/reports-run-standard-reports/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Run Standard Reports.docx","docs/reports-run-standard-reports.md","image-upload-staging/reports-run-standard-reports/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Run Standard Reports.docx","docs/reports-run-standard-reports.md","image-upload-staging/reports-run-standard-reports/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Run Standard Reports.docx","docs/reports-run-standard-reports.md","image-upload-staging/reports-run-standard-reports/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Tests_AutoPass Option.docx","docs/tests-autopass-option.md","image-upload-staging/tests-autopass-option/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Tests_AutoPass Option.docx","docs/tests-autopass-option.md","image-upload-staging/tests-autopass-option/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Tests_AutoPass Option.docx","docs/tests-autopass-option.md","image-upload-staging/tests-autopass-option/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Tests_AutoPass Option.docx","docs/tests-autopass-option.md","image-upload-staging/tests-autopass-option/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - View Training Details.docx","docs/learner-view-training-details.md","image-upload-staging/learner-view-training-details/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - View Training Details.docx","docs/learner-view-training-details.md","image-upload-staging/learner-view-training-details/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Withdraw from a Session.docx","docs/sessions-withdraw-from-session.md","image-upload-staging/sessions-withdraw-from-session/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Withdraw from a Session.docx","docs/sessions-withdraw-from-session.md","image-upload-staging/sessions-withdraw-from-session/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-01.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-02.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-03.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-04.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-05.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-06.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Pharmacy Certification Upload Tip Sheet.docx","docs/learner-pharmacy-certification-upload.md","image-upload-staging/learner-pharmacy-certification-upload/step-07.png","Extracted from source tip sheet; legacy screenshot callouts preserved for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Common Reports.pdf","docs/reports-common-reports.md","image-upload-staging/reports-common-reports/step-01.png","Rendered from PDF-only source page for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Common Reports.pdf","docs/reports-common-reports.md","image-upload-staging/reports-common-reports/step-02.png","Rendered from PDF-only source page for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Common Reports.pdf","docs/reports-common-reports.md","image-upload-staging/reports-common-reports/step-03.png","Rendered from PDF-only source page for review.",""
"TipSheets/TipSheets/Cornerstone Tip Sheet - Common Reports.pdf","docs/reports-common-reports.md","image-upload-staging/reports-common-reports/step-04.png","Rendered from PDF-only source page for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-assign.md","image-upload-staging/ongoing-competency-2026/assign-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-assign.md","image-upload-staging/ongoing-competency-2026/assign-2.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-assign.md","image-upload-staging/ongoing-competency-2026/assign-3.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-assign.md","image-upload-staging/ongoing-competency-2026/assign-4.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-assign.md","image-upload-staging/ongoing-competency-2026/assign-5.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-assign.md","image-upload-staging/ongoing-competency-2026/assign-6.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-4.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-3.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-2.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-4.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-5.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-6.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-curriculum.md","image-upload-staging/ongoing-competency-2026/create-curriculum-7.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-2.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-3.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-4.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-5.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-6.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-evaluation.md","image-upload-staging/ongoing-competency-2026/create-eval-7.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-material.md","image-upload-staging/ongoing-competency-2026/create-material-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-test.md","image-upload-staging/ongoing-competency-2026/create-questions-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-test.md","image-upload-staging/ongoing-competency-2026/create-questions-2.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-test.md","image-upload-staging/ongoing-competency-2026/create-questions-3.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-test.md","image-upload-staging/ongoing-competency-2026/create-questions-4.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-create-test.md","image-upload-staging/ongoing-competency-2026/create-questions-5.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-reversion-curriculum.md","image-upload-staging/ongoing-competency-2026/reversion-curriculum-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-reversion-material.md","image-upload-staging/ongoing-competency-2026/reversion-material-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-reversion-material.md","image-upload-staging/ongoing-competency-2026/create-material-1.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
"2026 Ongoing Competency reference pages","docs/how-to-reversion-test.md","image-upload-staging/ongoing-competency-2026/create-curriculum-4.png","Localized from Ongoing Competency 2026 image archive; legacy screenshot callouts preserved for review.",""
